latitude,longitude,altitude (m)
45.61892763,9.284589195,182.1
45.6188814,9.284582392,182
45.61884462,9.284575462,182
45.61880447,9.284572767,182
45.61877048,9.284566727,182
45.61873509,9.284559823,182
45.61861847,9.284542306,182
45.61857569,9.284537887,182
45.61853363,9.284532331,182
45.61848914,9.284526411,182
45.6184486,9.284516136,182
45.61840553,9.28450929,182
45.61837022,9.284501605,182
45.61832941,9.28449764,182
45.61829773,9.284493023,182
45.6182652,9.284487576,182
45.61822824,9.284481086,182
45.61819853,9.284477952,182
45.61816893,9.284474672,182
45.61813972,9.284468413,182
45.61811301,9.284465919,182
45.61804804,9.284455749,182
45.61798215,9.2844434,182
45.61791367,9.284435365,182
45.61784212,9.284424672,182
45.61778104,9.284416251,182
45.61772998,9.284408306,182
45.61767949,9.284400569,181.9
45.61764016,9.284394444,181.9
45.61754456,9.284379548,181.8
45.61744064,9.28436563,181.6
45.61734189,9.284349842,181.3
45.61725283,9.284339383,181.1
45.6171823,9.284326306,181
45.61711392,9.284315688,181
45.61705891,9.284308047,181
45.61701253,9.284300223,181
45.61693738,9.284288866,181
45.61686931,9.284280297,181
