type	latitude	longitude	altitude (m)	name	desc	kml_folder
T	41.574495420	2.260162031	140.9			
T	41.574505151	2.260178146	140.9			
T	41.574512825	2.260192670	140.9			
T	41.574524461	2.260213470	140.8			
T	41.574531348	2.260228423	140.7			
T	41.574542821	2.260246340	140.6			
T	41.574553229	2.260263051	140.5			
T	41.574560847	2.260279525	140.4			
T	41.574569784	2.260291015	140.4			
T	41.574576449	2.260306888	140.3			
T	41.574583720	2.260317694	140.3			
T	41.574596168	2.260333738	140.2			
T	41.574600857	2.260345039	140.2			
T	41.574608297	2.260354436	140.2			
T	41.574614189	2.260366609	140.1			
T	41.574620289	2.260376701	140.1			
T	41.574628212	2.260388360	140.0			
T	41.574632375	2.260396572	140.0			
T	41.574641134	2.260406695	139.9			
T	41.574645962	2.260417092	139.9			
T	41.574649616	2.260424436	139.8			
T	41.574657100	2.260437048	139.8			
T	41.574656707	2.260438373	139.7			
T	41.574665150	2.260454152	139.7			
T	41.574670946	2.260471704	139.5			
T	41.574680602	2.260482545	139.5			
T	41.574690507	2.260503756	139.4			
T	41.574696406	2.260515357	139.3			
T	41.574701098	2.260526160	139.2			
T	41.574704256	2.260536799	139.1			
T	41.574709644	2.260548342	139.1			
T	41.574715537	2.260561329	139.0			
T	41.574720754	2.260573093	138.9			
T	41.574727383	2.260595099	138.9			
T	41.574733919	2.260612172	139.0			
T	41.574740203	2.260628195	139.0			
T	41.574740104	2.260628529	139.0			
T	41.574748779	2.260651342	139.0			
T	41.574752259	2.260676399	138.9			
T	41.574756366	2.260693718	138.8			
T	41.574762231	2.260713180	138.7			
T	41.574766135	2.260729062	138.7			
T	41.574774112	2.260747847	138.6			
T	41.574775531	2.260762534	138.5			
T	41.574780751	2.260778865	138.4			
T	41.574784957	2.260796261	138.3			
T	41.574785315	2.260812785	138.2			
T	41.574788301	2.260829551	138.0			
T	41.574791553	2.260854910	137.9			
T	41.574794468	2.260880886	137.9			
T	41.574801682	2.260908837	137.8			
T	41.574805958	2.260942671	137.7			
T	41.574806923	2.260970297	137.7			
T	41.574807410	2.261002377	137.6			
T	41.574810806	2.261037378	137.5			
T	41.574812261	2.261063708	137.4			
T	41.574808154	2.261088204	137.4			
T	41.574806819	2.261116858	137.3			
T	41.574806024	2.261142402	137.2			
T	41.574805961	2.261169666	137.1			
T	41.574805293	2.261202155	137.0			
T	41.574803418	2.261230938	136.9			
T	41.574795730	2.261260979	136.7			
T	41.574789080	2.261282342	136.6			
T	41.574785222	2.261314809	136.5			
T	41.574778728	2.261339711	136.4			
T	41.574774775	2.261369114	136.3			
T	41.574764884	2.261388863	136.2			
T	41.574764577	2.261414535	136.1			
T	41.574757013	2.261437913	135.9			
T	41.574750375	2.261458611	135.8			
T	41.574747509	2.261472202	135.8			
T	41.574742285	2.261492646	135.7			
T	41.574738038	2.261508205	135.6			
T	41.574732516	2.261523697	135.6			
T	41.574726993	2.261542073	135.5			
T	41.574720602	2.261557282	135.4			
T	41.574715876	2.261574827	135.3			
T	41.574707895	2.261587387	135.2			
T	41.574703928	2.261604187	135.1			
T	41.574698804	2.261617006	135.0			
T	41.574687481	2.261636224	134.9			
T	41.574681545	2.261650387	134.8			
T	41.574671136	2.261668494	134.6			
T	41.574665723	2.261687351	134.5			
T	41.574653161	2.261696884	134.4			
T	41.574637244	2.261721344	134.3			
T	41.574630981	2.261750176	134.1			
T	41.574615442	2.261766905	134.0			
T	41.574605829	2.261792303	133.9			
T	41.574595021	2.261818939	133.8			
T	41.574582898	2.261838992	133.7			
T	41.574577379	2.261849053	133.6			
T	41.574571987	2.261865265	133.6			
T	41.574567865	2.261883478	133.5			
T	41.574556119	2.261901714	133.5			
T	41.574547313	2.261916085	133.4			
T	41.574538239	2.261950584	133.3			
T	41.574525413	2.261973192	133.2			
T	41.574516285	2.261995174	133.1			
T	41.574506038	2.262014787	133.0			
T	41.574490994	2.262036350	132.8			
T	41.574481529	2.262061992	132.7			
T	41.574473705	2.262075444	132.6			
T	41.574467663	2.262092476	132.6			
T	41.574456782	2.262108662	132.5			
T	41.574451453	2.262124304	132.4			
T	41.574443065	2.262145922	132.3			
T	41.574435428	2.262160706	132.2			
T	41.574427411	2.262169367	132.1			
T	41.574419378	2.262190887	132.0			
T	41.574413425	2.262202133	132.0			
T	41.574403445	2.262222998	131.8			
T	41.574399993	2.262239434	131.8			
T	41.574391797	2.262250533	131.7			
T	41.574382189	2.262267805	131.6			
T	41.574368677	2.262284686	131.5			
T	41.574361227	2.262300438	131.4			
T	41.574352159	2.262314976	131.3			
T	41.574343256	2.262331225	131.2			
T	41.574336552	2.262350685	131.1			
T	41.574329328	2.262362677	131.1			
T	41.574313022	2.262394018	130.9			
T	41.574302560	2.262423891	130.8			
T	41.574290963	2.262457812	130.6			
T	41.574279354	2.262482778	130.5			
T	41.574267871	2.262503486	130.4			
T	41.574253450	2.262525959	130.3			
T	41.574241701	2.262547050	130.2			
T	41.574230305	2.262574262	130.1			
T	41.574220572	2.262593155	130.0			
T	41.574210896	2.262611072	129.9			
T	41.574205851	2.262627958	129.8			
T	41.574200092	2.262641946	129.7			
T	41.574190255	2.262663232	129.6			
T	41.574180535	2.262683615	129.5			
T	41.574169062	2.262706243	129.3			
T	41.574158046	2.262725562	129.2			
T	41.574150674	2.262744567	129.1			
T	41.574144124	2.262760737	129.0			
T	41.574136375	2.262779979	128.9			
T	41.574121997	2.262803558	128.8			
T	41.574110900	2.262823266	128.8			
T	41.574100155	2.262840715	128.7			
T	41.574089925	2.262865238	128.6			
T	41.574078318	2.262895143	128.5			
T	41.574064698	2.262922212	128.4			
T	41.574053022	2.262942129	128.3			
T	41.574047540	2.262961962	128.3			
T	41.574042350	2.262977749	128.2			
T	41.574030481	2.262997571	128.1			
T	41.574023669	2.263014533	128.0			
T	41.574016428	2.263030596	128.0			
T	41.574004491	2.263043294	127.9			
T	41.574000474	2.263064448	127.8			
T	41.573996110	2.263080709	127.8			
T	41.573985826	2.263091673	127.7			
T	41.573976192	2.263109944	127.7			
T	41.573972742	2.263124053	127.7			
T	41.573963326	2.263146231	127.6			
T	41.573947300	2.263163679	127.5			
T	41.573930892	2.263186122	127.4			
T	41.573918051	2.263209585	127.3			
T	41.573909315	2.263235760	127.2			
T	41.573897029	2.263256220	127.1			
T	41.573887265	2.263277764	127.0			
T	41.573873865	2.263301365	126.9			
T	41.573860676	2.263324970	126.8			
T	41.573845492	2.263351449	126.7			
T	41.573830279	2.263373237	126.6			
T	41.573821647	2.263391663	126.6			
T	41.573807287	2.263406496	126.5			
T	41.573795149	2.263424043	126.4			
T	41.573778397	2.263450755	126.4			
T	41.573762642	2.263469782	126.3			
T	41.573747304	2.263482398	126.3			
T	41.573728940	2.263497225	126.2			
T	41.573706141	2.263521225	126.1			
T	41.573685946	2.263549771	126.1			
T	41.573666014	2.263565990	126.1			
T	41.573646971	2.263584404	126.0			
T	41.573628545	2.263596703	126.0			
T	41.573605111	2.263612341	126.0			
T	41.573586520	2.263629876	125.9			
T	41.573573333	2.263643184	125.9			
T	41.573552231	2.263652292	125.8			
T	41.573536403	2.263665424	125.7			
T	41.573516524	2.263669703	125.7			
T	41.573502335	2.263673859	125.6			
T	41.573488051	2.263682185	125.6			
T	41.573471895	2.263691262	125.5			
T	41.573458320	2.263696588	125.5			
T	41.573441672	2.263699409	125.4			
T	41.573427616	2.263711582	125.3			
T	41.573410596	2.263715136	125.3			
T	41.573395088	2.263721218	125.2			
T	41.573380772	2.263723496	125.2			
T	41.573367749	2.263729533	125.1			
T	41.573351169	2.263733154	125.1			
T	41.573339813	2.263738661	125.0			
T	41.573327239	2.263746116	125.0			
T	41.573312570	2.263744847	124.9			
T	41.573298378	2.263746835	124.9			
T	41.573285655	2.263747272	124.8			
T	41.573270132	2.263750851	124.8			
T	41.573255605	2.263750751	124.7			
T	41.573238131	2.263751658	124.7			
T	41.573219106	2.263754584	124.6			
T	41.573200661	2.263755464	124.5			
T	41.573178334	2.263752410	124.4			
T	41.573161158	2.263751511	124.4			
T	41.573143070	2.263747894	124.3			
T	41.573123894	2.263755866	124.2			
T	41.573097756	2.263740865	124.2			
T	41.573070400	2.263738023	124.1			
T	41.573050400	2.263737252	124.0			
T	41.573026092	2.263732519	124.0			
T	41.573008214	2.263729545	124.0			
T	41.573000810	2.263728932	124.0			
T	41.572988467	2.263725997	124.0			
T	41.572973201	2.263722241	124.0			
T	41.572961220	2.263716249	124.0			
T	41.572945177	2.263710040	124.0			
T	41.572931580	2.263701202	124.0			
T	41.572918003	2.263705743	124.0			
T	41.572902800	2.263694333	124.0			
T	41.572892205	2.263687925	124.0			
T	41.572883120	2.263683200	124.0			
T	41.572868228	2.263678437	124.0			
T	41.572856937	2.263671234	124.0			
T	41.572835386	2.263664756	124.0			
T	41.572814619	2.263649240	124.0			
T	41.572794574	2.263635413	124.0			
T	41.572770673	2.263618971	124.0			
T	41.572732775	2.263586188	123.8			
T	41.572731341	2.263585807	123.8			
T	41.572709366	2.263572090	123.6			
T	41.572682294	2.263548415	123.5			
T	41.572657093	2.263532090	123.4			
T	41.572636798	2.263510990	123.3			
T	41.572616033	2.263495297	123.2			
T	41.572595272	2.263477970	123.2			
T	41.572577131	2.263462706	123.1			
T	41.572556763	2.263447625	123.1			
T	41.572535586	2.263429827	123.0			
T	41.572507910	2.263400730	123.0			
T	41.572485387	2.263381246	123.0			
T	41.572464773	2.263365193	123.0			
T	41.572449371	2.263354475	123.0			
T	41.572428821	2.263336800	123.0			
T	41.572412153	2.263322429	123.0			
T	41.572389516	2.263306594	122.9			
T	41.572366487	2.263283202	122.8			
T	41.572345245	2.263268010	122.8			
T	41.572325714	2.263251674	122.7			
T	41.572301669	2.263229839	122.6			
T	41.572287301	2.263219086	122.6			
T	41.572273491	2.263207682	122.5			
T	41.572260180	2.263196784	122.5			
T	41.572246913	2.263186863	122.5			
T	41.572229072	2.263169727	122.4			
T	41.572205729	2.263151204	122.3			
T	41.572178353	2.263128918	122.2			
T	41.572155861	2.263110889	122.2			
T	41.572126052	2.263086170	122.1			
T	41.572103641	2.263066037	122.0			
T	41.572082439	2.263044930	122.0			
T	41.572056559	2.263023652	122.0			
T	41.572033200	2.263005424	122.0			
T	41.572005226	2.262981116	122.0			
T	41.571979710	2.262962144	122.0			
T	41.571955749	2.262938735	122.0			
T	41.571927768	2.262918109	122.0			
T	41.571907870	2.262900325	122.0			
T	41.571881528	2.262875384	122.0			
T	41.571850372	2.262849720	122.0			
T	41.571825314	2.262829407	122.0			
T	41.571801796	2.262809603	122.0			
T	41.571776292	2.262790384	122.0			
T	41.571751512	2.262767576	122.0			
T	41.571722436	2.262742392	121.9			
T	41.571688188	2.262712426	121.8			
T	41.571652053	2.262680809	121.7			
T	41.571619670	2.262650072	121.5			
T	41.571583999	2.262618122	121.4			
T	41.571543008	2.262585352	121.3			
T	41.571499371	2.262547679	121.2			
T	41.571461422	2.262518125	121.1			
T	41.571414635	2.262473157	121.0			
T	41.571356276	2.262425220	121.1			
T	41.571291259	2.262372524	121.2			
T	41.571230933	2.262324569	121.2			
T	41.571187317	2.262286567	121.2			
T	41.571140737	2.262246568	121.1			
T	41.571091268	2.262207648	120.9			
T	41.571033467	2.262159091	120.8			
T	41.570986530	2.262115859	120.6			
T	41.570931027	2.262074173	120.5			
T	41.570882483	2.262028920	120.3			
T	41.570839411	2.261994988	120.2			
T	41.570778561	2.261946793	120.2			
T	41.570720587	2.261896928	120.3			
T	41.570648117	2.261829043	120.4			
T	41.570587823	2.261780933	120.4			
T	41.570523662	2.261728234	120.3			
T	41.570444826	2.261660090	120.4			
T	41.570371450	2.261601437	120.5			
T	41.570266040	2.261507175	120.4			
T	41.570126937	2.261396214	120.5			
T	41.570052414	2.261328490	120.6			
T	41.570004947	2.261289994	120.6			
T	41.569945700	2.261239782	120.5			
T	41.569901682	2.261203482	120.5			
T	41.569846860	2.261159224	120.5			
T	41.569792174	2.261115376	120.7			
T	41.569753882	2.261079582	120.8			
