latitude (deg),longitude (deg),altitude (m)
41.56657149,2.254784178,0
41.56654218,2.254763121,0
41.56651414,2.254741134,0
41.56648398,2.254711081,0
41.56645305,2.254685472,0
41.56642,2.254655106,0
41.56638492,2.254628931,0
41.56634691,2.254591889,0
41.56629578,2.254551222,0
41.56624398,2.254508561,0
41.56619952,2.254470801,0
41.56615781,2.25443076,0
41.56608118,2.2543664,0
41.56603999,2.254338494,0
41.56601626,2.254313971,0
41.56598934,2.254293193,0
41.56596473,2.254271944,0
41.56593644,2.254246289,0
41.5659127,2.254225822,0
41.56588579,2.254203561,0
41.56586443,2.2541836,0
41.56583121,2.254158871,0
41.56580389,2.254132798,0
41.56577834,2.254112345,0
41.56575671,2.254094983,0
41.56572905,2.254077123,0
41.56570417,2.254063294,0
41.56567823,2.254053151,0
41.5656473,2.254050577,0
41.5656262,2.254048093,0
41.56562559,2.254047724,0
41.56561511,2.254043951,0
41.56559941,2.254049855,0
41.56558912,2.254050267,0
41.56557058,2.25405617,0
41.56555705,2.254056739,0
41.56553968,2.2540609,0
41.5655278,2.254069726,0
41.56551174,2.254078221,0
41.56549995,2.254087163,0
41.56548587,2.254096111,0
41.56547589,2.254109305,0
41.56546447,2.254122205,0
41.56545397,2.254135074,0
41.56544543,2.254145395,0
41.56543171,2.25416129,0
41.56542595,2.254177279,0
41.56541757,2.254191152,0
41.5654107,2.254209945,0
41.56540041,2.254219361,0
41.56539137,2.25423799,0
41.56537914,2.254254639,0
41.56537751,2.254273044,0
41.56537395,2.254288323,0
41.56537009,2.254306912,0
41.56536797,2.254323236,0
41.56536276,2.25434151,0
41.56536074,2.254355042,0
41.56535903,2.254374773,0
41.56535961,2.254392089,0
41.56535664,2.254409139,0
41.56535871,2.254421527,0
41.5653601,2.254435332,0
41.56535877,2.254446489,0
41.56536041,2.254458559,0
41.56536106,2.254467705,0
41.56536159,2.254481554,0
41.56536295,2.254494336,0
41.5653659,2.254508614,0
41.56536746,2.254518525,0
41.56537019,2.254529983,0
41.56537777,2.254540932,0
41.56538211,2.254554984,0
41.56539264,2.254583103,0
41.5654029,2.254611003,0
41.56540977,2.254635434,0
41.56541844,2.254659867,0
41.5654275,2.254684402,0
41.56543515,2.254709817,0
41.56544268,2.254737056,0
41.56545076,2.254763006,0
41.56546039,2.254787234,0
41.56546741,2.254808442,0
41.56547463,2.254826127,0
41.56547651,2.254842792,0
41.56548645,2.25486722,0
41.56549201,2.254882249,0
41.56549835,2.254898211,0
41.56550424,2.254919378,0
41.56550929,2.254932937,0
41.56551401,2.254948551,0
41.56551857,2.254961307,0
41.56552149,2.254976977,0
41.56552955,2.254991863,0
41.56553443,2.255011441,0
41.56554096,2.255028892,0
41.56554634,2.255041809,0
41.56555006,2.255051434,0
41.56555749,2.255081501,0
41.5655689,2.255114954,0
41.56558265,2.255153714,0
41.56559627,2.255190287,0
41.56560804,2.255227982,0
41.56562295,2.255266253,0
41.5656354,2.255305067,0
41.56564596,2.255334519,0
41.56565407,2.255356465,0
41.56566207,2.255377918,0
41.56566741,2.255399184,0
41.56567453,2.255424466,0
41.56568357,2.255449853,0
41.56569527,2.255481071,0
41.56570662,2.255506929,0
41.56571094,2.255528508,0
41.56571884,2.255546014,0
41.56572474,2.255569687,0
41.56572742,2.255590808,0
41.56573553,2.25560764,0
41.56574372,2.255628219,0
41.56574879,2.255647778,0
41.56575703,2.255666649,0
41.5657623,2.255682309,0
41.56576899,2.255702928,0
41.5657753,2.255721806,0
41.56578079,2.255739527,0
41.56578838,2.25576261,0
41.56579568,2.255784656,0
41.56580327,2.255806801,0
41.56581159,2.255827617,0
41.56581936,2.255849587,0
41.5658258,2.255869646,0
41.56583032,2.255889105,0
41.56583459,2.255906475,0
41.56584221,2.255924443,0
41.56584928,2.25594114,0
41.56585406,2.255956858,0
41.56586016,2.25597043,0
41.5658638,2.255985389,0
41.56586844,2.255996892,0
41.56589475,2.25606891,0
41.56590253,2.256086313,0
41.56590811,2.256106484,0
41.56591707,2.256123404,0
41.56592211,2.256134766,0
41.56592516,2.256150098,0
41.56592801,2.256157888,0
41.56593496,2.256169683,0
41.56593972,2.256182702,0
41.56596175,2.256231044,0
41.56597748,2.256267018,0
41.56598948,2.25629853,0
41.56600952,2.25633878,0
41.5660287,2.256377022,0
41.56604714,2.256409204,0
41.56606546,2.256448327,0
41.56608475,2.256475332,0
41.56610298,2.256507011,0
41.56611444,2.256531344,0
41.56613256,2.256557168,0
41.56614311,2.256575314,0
41.56615459,2.25659821,0
41.56617061,2.256618735,0
41.56618065,2.256635069,0
41.56619221,2.256656627,0
41.56620438,2.256675746,0
41.56621429,2.256687458,0
41.56622586,2.256702944,0
41.56623866,2.256718263,0
41.56624786,2.256732183,0
41.5662739,2.256763171,0
41.5662934,2.256796775,0
41.56631942,2.256828461,0
41.56634071,2.256852943,0
41.56636654,2.256884315,0
41.56639576,2.25692051,0
41.56642034,2.256943837,0
41.56644475,2.256971372,0
41.56646172,2.256991157,0
41.56648517,2.257013215,0
41.56650249,2.257028222,0
41.56651483,2.257041592,0
41.56654354,2.257066004,0
41.56656994,2.257092857,0
41.5665925,2.257111761,0
41.56661571,2.257131882,0
41.56663886,2.257150666,0
41.56666069,2.257170981,0
41.56668248,2.257189915,0
41.56670285,2.25720576,0
41.56674112,2.257240439,0
41.56677852,2.257274941,0
41.56681042,2.257297519,0
41.56683665,2.257319885,0
41.56685829,2.257340226,0
41.56688344,2.257362159,0
41.56690316,2.257378293,0
41.56692407,2.257397126,0
41.56694283,2.257413815,0
41.56695805,2.257427361,0
41.56697167,2.25743872,0
41.56699283,2.257457524,0
41.56700921,2.257470156,0
41.56702516,2.257483631,0
41.56703863,2.257496291,0
41.56705288,2.257507782,0
41.56706255,2.257515365,0
41.56707092,2.257523227,0
41.56707775,2.257527993,0
41.5670864,2.257535439,0
41.5670946,2.257541724,0
41.5671015,2.257548701,0
41.56712682,2.25756913,0
41.56713908,2.257579733,0
41.56715652,2.257593451,0
41.56716922,2.257606262,0
41.56718529,2.257619498,0
41.56719494,2.257626502,0
41.56720349,2.25763363,0
41.56721212,2.257641286,0
41.56722201,2.257649807,0
41.56723367,2.25765989,0
41.5672429,2.257665371,0
41.56725366,2.25767596,0
41.56726513,2.257682207,0
41.56727643,2.257691325,0
41.56728462,2.257696571,0
