latitude,longitude,altitude (m)
45.62780383,9.295383828,0
45.62775899,9.295263746,0
45.62771254,9.29514809,0
45.62767831,9.295063081,0
45.62764853,9.29498381,0
45.62760637,9.294875735,0
45.62756022,9.294749785,0
45.62733308,9.294162175,0
45.62719169,9.293792631,0
45.62713758,9.293670821,0
45.62708695,9.293539745,0
45.62704221,9.293418879,0
45.62699581,9.293297247,0
45.62695925,9.293209697,0
45.62689868,9.293046588,0
45.6268661,9.292963905,0
45.62680479,9.292825048,0
45.62678324,9.292767237,0
45.62653841,9.292248689,0
45.62638537,9.291972071,0
45.62635454,9.29191553,0
45.62631471,9.291850033,0
45.62628509,9.291799852,0
45.62624129,9.291725922,0
45.62621203,9.291674549,0
45.62610876,9.291510233,0
45.62599958,9.291342446,0
45.62591966,9.291204785,0
45.6257536,9.290929659,0
45.62553701,9.290573328,0
45.62550829,9.290526613,0
45.62547792,9.290474926,0
45.62535699,9.290282123,0
45.62521973,9.290061113,0
45.62520122,9.290028963,0
45.62515951,9.289959558,0
45.62513292,9.28991784,0
45.62510785,9.289876111,0
45.62506852,9.289815287,0
45.62503621,9.289759652,0
45.62496869,9.2896511,0
45.62495063,9.28961791,0
45.62486799,9.289486818,0
45.62463792,9.289114271,0
45.62458523,9.289031605,0
45.62454415,9.288961506,0
45.62451248,9.288913436,0
45.62447901,9.288858609,0
45.6244558,9.288820273,0
45.624424,9.288769506,0
45.62441109,9.288747086,0
45.62425248,9.28848832,0
45.62424713,9.288479184,0
45.62387907,9.287885375,0
45.62377985,9.287721902,0
45.6237553,9.287686029,0
45.62370291,9.28759949,0
45.62362803,9.287480345,0
45.62355418,9.287358422,0
45.6234767,9.287236782,0
45.62344953,9.287191761,0
45.62342465,9.287151141,0
45.62339694,9.287110902,0
45.62335411,9.287035138,0
45.62330251,9.286953135,0
45.62325799,9.286878498,0
45.6232215,9.28682198,0
45.62319096,9.286771513,0
45.62316102,9.286721762,0
45.62313918,9.286685534,0
45.62311805,9.286650942,0
45.62309537,9.286613599,0
45.62307256,9.286576505,0
45.62305183,9.286546709,0
45.62303592,9.28651842,0
45.62301838,9.2864863,0
45.62300279,9.286462533,0
45.62298371,9.286430944,0
45.62296815,9.286405182,0
45.62295467,9.286384189,0
45.62293936,9.286357316,0
45.62292494,9.286334192,0
45.62290356,9.286300153,0
45.62288143,9.286265591,0
45.62286281,9.286234125,0
45.62284659,9.286207883,0
45.62283109,9.286183658,0
45.6228174,9.286160768,0
45.62280612,9.28614179,0
45.6227963,9.28612445,0
45.62278555,9.286108774,0
45.62277475,9.286092031,0
45.62276654,9.286077201,0
45.62275515,9.286062653,0
45.62273476,9.286040058,0
45.62271682,9.286021925,0
45.62269889,9.28600591,0
45.62267957,9.285989734,0
45.62266079,9.285980413,0
45.62261912,9.285961178,0
45.62260034,9.285952874,0
45.62257838,9.285947789,0
45.62255853,9.285943846,0
45.6225365,9.285944574,0
45.62251693,9.285945501,0
45.62249381,9.285948773,0
45.6224617,9.285955503,0
45.62242701,9.285962517,0
45.62239773,9.285967141,0
45.62237017,9.285972891,0
45.62234626,9.285975701,0
45.62231064,9.285982685,0
45.62228094,9.285987377,0
45.62225211,9.285991101,0
45.62222305,9.285994648,0
45.62219875,9.285996567,0
45.62217443,9.28599691,0
45.62215341,9.285996502,0
45.6221236,9.285994528,0
45.62209163,9.285990882,0
45.62206456,9.285987925,0
45.6220426,9.285984125,0
45.62202478,9.285981651,0
